"","pkg","dataset","varname","grouping","nlev","type","error"
"755","cluster","plantTraits","endozoo:1","vegsout",3,"prop","ok"
"756","cluster","plantTraits","epizoo:0","vegsout",3,"prop","ok"
"757","cluster","plantTraits","epizoo:1","vegsout",3,"prop","ok"
"758","cluster","plantTraits","aquat:0","vegsout",3,"prop","ok"
"759","cluster","plantTraits","aquat:1","vegsout",3,"prop","ok"
"760","cluster","plantTraits","windgl:0","vegsout",3,"prop","ok"
"761","cluster","plantTraits","windgl:1","vegsout",3,"prop","ok"
"762","cluster","plantTraits","unsp:0","vegsout",3,"prop","ok"
"763","cluster","plantTraits","unsp:1","vegsout",3,"prop","ok"
"764","cluster","plantTraits","pdias","autopoll",4,"t pool.sd","ok"
"765","cluster","plantTraits","pdias","autopoll",4,"t !pool.sd","ok"
"766","cluster","plantTraits","pdias","autopoll",4,"wilcox","ok"
"767","cluster","plantTraits","pdias","autopoll",4,"tukey","ok"
"768","cluster","plantTraits","longindex","autopoll",4,"t pool.sd","ok"
"769","cluster","plantTraits","longindex","autopoll",4,"t !pool.sd","ok"
"770","cluster","plantTraits","longindex","autopoll",4,"wilcox","ok"
"771","cluster","plantTraits","longindex","autopoll",4,"tukey","ok"
"772","cluster","plantTraits","durflow","autopoll",4,"t pool.sd","ok"
"773","cluster","plantTraits","durflow","autopoll",4,"t !pool.sd","ok"
"774","cluster","plantTraits","durflow","autopoll",4,"wilcox","ok"
"775","cluster","plantTraits","durflow","autopoll",4,"tukey","ok"
"776","cluster","plantTraits","mycor:0","autopoll",4,"prop","ok"
"777","cluster","plantTraits","mycor:1","autopoll",4,"prop","ok"
"778","cluster","plantTraits","mycor:2","autopoll",4,"prop","ok"
"779","cluster","plantTraits","vegaer:0","autopoll",4,"prop","ok"
"780","cluster","plantTraits","vegaer:1","autopoll",4,"prop","ok"
"781","cluster","plantTraits","vegaer:2","autopoll",4,"prop","ok"
"782","cluster","plantTraits","vegsout:0","autopoll",4,"prop","ok"
"783","cluster","plantTraits","vegsout:1","autopoll",4,"prop","ok"
"784","cluster","plantTraits","vegsout:2","autopoll",4,"prop","ok"
"785","cluster","plantTraits","lign:0","autopoll",4,"prop","ok"
"786","cluster","plantTraits","lign:1","autopoll",4,"prop","ok"
"787","cluster","plantTraits","piq:0","autopoll",4,"prop","ok"
"788","cluster","plantTraits","piq:1","autopoll",4,"prop","ok"
"789","cluster","plantTraits","ros:0","autopoll",4,"prop","ok"
"790","cluster","plantTraits","ros:1","autopoll",4,"prop","ok"
"791","cluster","plantTraits","semiros:0","autopoll",4,"prop","ok"
"792","cluster","plantTraits","semiros:1","autopoll",4,"prop","ok"
"793","cluster","plantTraits","leafy:0","autopoll",4,"prop","ok"
"794","cluster","plantTraits","leafy:1","autopoll",4,"prop","ok"
"795","cluster","plantTraits","suman:0","autopoll",4,"prop","ok"
"796","cluster","plantTraits","suman:1","autopoll",4,"prop","ok"
"797","cluster","plantTraits","winan:0","autopoll",4,"prop","ok"
"798","cluster","plantTraits","winan:1","autopoll",4,"prop","ok"
"799","cluster","plantTraits","monocarp:0","autopoll",4,"prop","ok"
"800","cluster","plantTraits","monocarp:1","autopoll",4,"prop","ok"
"801","cluster","plantTraits","polycarp:0","autopoll",4,"prop","ok"
"802","cluster","plantTraits","polycarp:1","autopoll",4,"prop","ok"
"803","cluster","plantTraits","seasaes:0","autopoll",4,"prop","ok"
"804","cluster","plantTraits","seasaes:1","autopoll",4,"prop","ok"
"805","cluster","plantTraits","seashiv:0","autopoll",4,"prop","ok"
"806","cluster","plantTraits","seashiv:1","autopoll",4,"prop","ok"
"807","cluster","plantTraits","seasver:0","autopoll",4,"prop","ok"
"808","cluster","plantTraits","seasver:1","autopoll",4,"prop","ok"
"809","cluster","plantTraits","everalw:0","autopoll",4,"prop","ok"
"810","cluster","plantTraits","everalw:1","autopoll",4,"prop","ok"
"811","cluster","plantTraits","everparti:0","autopoll",4,"prop","ok"
"812","cluster","plantTraits","everparti:1","autopoll",4,"prop","ok"
"813","cluster","plantTraits","elaio:0","autopoll",4,"prop","ok"
"814","cluster","plantTraits","elaio:1","autopoll",4,"prop","ok"
"815","cluster","plantTraits","endozoo:0","autopoll",4,"prop","ok"
"816","cluster","plantTraits","endozoo:1","autopoll",4,"prop","ok"
"817","cluster","plantTraits","epizoo:0","autopoll",4,"prop","ok"
"818","cluster","plantTraits","epizoo:1","autopoll",4,"prop","ok"
"819","cluster","plantTraits","aquat:0","autopoll",4,"prop","ok"
"820","cluster","plantTraits","aquat:1","autopoll",4,"prop","ok"
"821","cluster","plantTraits","windgl:0","autopoll",4,"prop","ok"
"822","cluster","plantTraits","windgl:1","autopoll",4,"prop","ok"
"823","cluster","plantTraits","unsp:0","autopoll",4,"prop","ok"
"824","cluster","plantTraits","unsp:1","autopoll",4,"prop","ok"
"825","MASS","Aids2","diag","state",4,"t pool.sd","ok"
"826","MASS","Aids2","diag","state",4,"t !pool.sd","ok"
"827","MASS","Aids2","diag","state",4,"wilcox","ok"
"828","MASS","Aids2","diag","state",4,"tukey","ok"
"829","MASS","Aids2","death","state",4,"t pool.sd","ok"
"830","MASS","Aids2","death","state",4,"t !pool.sd","ok"
"831","MASS","Aids2","death","state",4,"wilcox","ok"
"832","MASS","Aids2","death","state",4,"tukey","ok"
"833","MASS","Aids2","age","state",4,"t pool.sd","ok"
"834","MASS","Aids2","age","state",4,"t !pool.sd","ok"
"835","MASS","Aids2","age","state",4,"wilcox","ok"
"836","MASS","Aids2","age","state",4,"tukey","ok"
"837","MASS","Aids2","sex:F","state",4,"prop","ok"
"838","MASS","Aids2","sex:M","state",4,"prop","ok"
"839","MASS","Aids2","status:A","state",4,"prop","ok"
"840","MASS","Aids2","status:D","state",4,"prop","ok"
"841","MASS","Boston","crim","rad",9,"t pool.sd","ok"
"842","MASS","Boston","crim","rad",9,"t !pool.sd","ok"
"843","MASS","Boston","crim","rad",9,"wilcox","ok"
"844","MASS","Boston","crim","rad",9,"tukey","ok"
"845","MASS","Boston","zn","rad",9,"t pool.sd","ok"
"846","MASS","Boston","zn","rad",9,"t !pool.sd","ok"
"847","MASS","Boston","zn","rad",9,"wilcox","ok"
"848","MASS","Boston","zn","rad",9,"tukey","ok"
"849","MASS","Boston","indus","rad",9,"t pool.sd","ok"
"850","MASS","Boston","indus","rad",9,"t !pool.sd","ok"
"851","MASS","Boston","indus","rad",9,"wilcox","ok"
"852","MASS","Boston","indus","rad",9,"tukey","ok"
"853","MASS","Boston","chas","rad",9,"t pool.sd","ok"
"854","MASS","Boston","chas","rad",9,"t !pool.sd","ok"
"855","MASS","Boston","chas","rad",9,"wilcox","ok"
"856","MASS","Boston","chas","rad",9,"tukey","ok"
"857","MASS","Boston","nox","rad",9,"t pool.sd","ok"
"858","MASS","Boston","nox","rad",9,"t !pool.sd","ok"
"859","MASS","Boston","nox","rad",9,"wilcox","ok"
"860","MASS","Boston","nox","rad",9,"tukey","ok"
"861","MASS","Boston","rm","rad",9,"t pool.sd","ok"
"862","MASS","Boston","rm","rad",9,"t !pool.sd","ok"
"863","MASS","Boston","rm","rad",9,"wilcox","ok"
"864","MASS","Boston","rm","rad",9,"tukey","ok"
"865","MASS","Boston","age","rad",9,"t pool.sd","ok"
"866","MASS","Boston","age","rad",9,"t !pool.sd","ok"
"867","MASS","Boston","age","rad",9,"wilcox","ok"
"868","MASS","Boston","age","rad",9,"tukey","ok"
"869","MASS","Boston","dis","rad",9,"t pool.sd","ok"
"870","MASS","Boston","dis","rad",9,"t !pool.sd","ok"
"871","MASS","Boston","dis","rad",9,"wilcox","ok"
"872","MASS","Boston","dis","rad",9,"tukey","ok"
"873","MASS","Boston","tax","rad",9,"t pool.sd","ok"
"874","MASS","Boston","tax","rad",9,"t !pool.sd","ok"
"875","MASS","Boston","tax","rad",9,"wilcox","broken"
"876","MASS","Boston","tax","rad",9,"tukey","ok"
"877","MASS","Boston","ptratio","rad",9,"t pool.sd","ok"
"878","MASS","Boston","ptratio","rad",9,"t !pool.sd","ok"
"879","MASS","Boston","ptratio","rad",9,"wilcox","ok"
"880","MASS","Boston","ptratio","rad",9,"tukey","ok"
"881","MASS","Boston","black","rad",9,"t pool.sd","ok"
"882","MASS","Boston","black","rad",9,"t !pool.sd","ok"
"883","MASS","Boston","black","rad",9,"wilcox","ok"
"884","MASS","Boston","black","rad",9,"tukey","ok"
"885","MASS","Boston","lstat","rad",9,"t pool.sd","ok"
"886","MASS","Boston","lstat","rad",9,"t !pool.sd","ok"
"887","MASS","Boston","lstat","rad",9,"wilcox","ok"
"888","MASS","Boston","lstat","rad",9,"tukey","ok"
"889","MASS","Boston","medv","rad",9,"t pool.sd","ok"
"890","MASS","Boston","medv","rad",9,"t !pool.sd","ok"
"891","MASS","Boston","medv","rad",9,"wilcox","ok"
"892","MASS","Boston","medv","rad",9,"tukey","ok"
"893","MASS","Boston","chas:0","rad",9,"prop","ok"
"894","MASS","Boston","chas:1","rad",9,"prop","ok"
"895","MASS","Cars93","Min.Price","AirBags",3,"t pool.sd","ok"
"896","MASS","Cars93","Min.Price","AirBags",3,"t !pool.sd","ok"
"897","MASS","Cars93","Min.Price","AirBags",3,"wilcox","ok"
"898","MASS","Cars93","Min.Price","AirBags",3,"tukey","ok"
"899","MASS","Cars93","Price","AirBags",3,"t pool.sd","ok"
"900","MASS","Cars93","Price","AirBags",3,"t !pool.sd","ok"
"901","MASS","Cars93","Price","AirBags",3,"wilcox","ok"
"902","MASS","Cars93","Price","AirBags",3,"tukey","ok"
"903","MASS","Cars93","Max.Price","AirBags",3,"t pool.sd","ok"
"904","MASS","Cars93","Max.Price","AirBags",3,"t !pool.sd","ok"
"905","MASS","Cars93","Max.Price","AirBags",3,"wilcox","ok"
"906","MASS","Cars93","Max.Price","AirBags",3,"tukey","ok"
"907","MASS","Cars93","MPG.city","AirBags",3,"t pool.sd","ok"
"908","MASS","Cars93","MPG.city","AirBags",3,"t !pool.sd","ok"
"909","MASS","Cars93","MPG.city","AirBags",3,"wilcox","ok"
"910","MASS","Cars93","MPG.city","AirBags",3,"tukey","ok"
"911","MASS","Cars93","MPG.highway","AirBags",3,"t pool.sd","ok"
"912","MASS","Cars93","MPG.highway","AirBags",3,"t !pool.sd","ok"
"913","MASS","Cars93","MPG.highway","AirBags",3,"wilcox","ok"
"914","MASS","Cars93","MPG.highway","AirBags",3,"tukey","ok"
"915","MASS","Cars93","EngineSize","AirBags",3,"t pool.sd","ok"
"916","MASS","Cars93","EngineSize","AirBags",3,"t !pool.sd","ok"
"917","MASS","Cars93","EngineSize","AirBags",3,"wilcox","ok"
"918","MASS","Cars93","EngineSize","AirBags",3,"tukey","ok"
"919","MASS","Cars93","Horsepower","AirBags",3,"t pool.sd","ok"
"920","MASS","Cars93","Horsepower","AirBags",3,"t !pool.sd","ok"
"921","MASS","Cars93","Horsepower","AirBags",3,"wilcox","ok"
"922","MASS","Cars93","Horsepower","AirBags",3,"tukey","ok"
"923","MASS","Cars93","RPM","AirBags",3,"t pool.sd","ok"
"924","MASS","Cars93","RPM","AirBags",3,"t !pool.sd","ok"
"925","MASS","Cars93","RPM","AirBags",3,"wilcox","ok"
"926","MASS","Cars93","RPM","AirBags",3,"tukey","ok"
"927","MASS","Cars93","Rev.per.mile","AirBags",3,"t pool.sd","ok"
"928","MASS","Cars93","Rev.per.mile","AirBags",3,"t !pool.sd","ok"
"929","MASS","Cars93","Rev.per.mile","AirBags",3,"wilcox","ok"
"930","MASS","Cars93","Rev.per.mile","AirBags",3,"tukey","ok"
"931","MASS","Cars93","Fuel.tank.capacity","AirBags",3,"t pool.sd","ok"
"932","MASS","Cars93","Fuel.tank.capacity","AirBags",3,"t !pool.sd","ok"
"933","MASS","Cars93","Fuel.tank.capacity","AirBags",3,"wilcox","ok"
"934","MASS","Cars93","Fuel.tank.capacity","AirBags",3,"tukey","ok"
"935","MASS","Cars93","Passengers","AirBags",3,"t pool.sd","ok"
"936","MASS","Cars93","Passengers","AirBags",3,"t !pool.sd","ok"
"937","MASS","Cars93","Passengers","AirBags",3,"wilcox","ok"
"938","MASS","Cars93","Passengers","AirBags",3,"tukey","ok"
"939","MASS","Cars93","Length","AirBags",3,"t pool.sd","ok"
"940","MASS","Cars93","Length","AirBags",3,"t !pool.sd","ok"
"941","MASS","Cars93","Length","AirBags",3,"wilcox","ok"
"942","MASS","Cars93","Length","AirBags",3,"tukey","ok"
"943","MASS","Cars93","Wheelbase","AirBags",3,"t pool.sd","ok"
"944","MASS","Cars93","Wheelbase","AirBags",3,"t !pool.sd","ok"
"945","MASS","Cars93","Wheelbase","AirBags",3,"wilcox","ok"
"946","MASS","Cars93","Wheelbase","AirBags",3,"tukey","ok"
"947","MASS","Cars93","Width","AirBags",3,"t pool.sd","ok"
"948","MASS","Cars93","Width","AirBags",3,"t !pool.sd","ok"
"949","MASS","Cars93","Width","AirBags",3,"wilcox","ok"
"950","MASS","Cars93","Width","AirBags",3,"tukey","ok"
"951","MASS","Cars93","Turn.circle","AirBags",3,"t pool.sd","ok"
"952","MASS","Cars93","Turn.circle","AirBags",3,"t !pool.sd","ok"
"953","MASS","Cars93","Turn.circle","AirBags",3,"wilcox","ok"
"954","MASS","Cars93","Turn.circle","AirBags",3,"tukey","ok"
"955","MASS","Cars93","Rear.seat.room","AirBags",3,"t pool.sd","ok"
"956","MASS","Cars93","Rear.seat.room","AirBags",3,"t !pool.sd","ok"
"957","MASS","Cars93","Rear.seat.room","AirBags",3,"wilcox","ok"
"958","MASS","Cars93","Rear.seat.room","AirBags",3,"tukey","ok"
"959","MASS","Cars93","Luggage.room","AirBags",3,"t pool.sd","ok"
"960","MASS","Cars93","Luggage.room","AirBags",3,"t !pool.sd","ok"
"961","MASS","Cars93","Luggage.room","AirBags",3,"wilcox","ok"
"962","MASS","Cars93","Luggage.room","AirBags",3,"tukey","ok"
"963","MASS","Cars93","Weight","AirBags",3,"t pool.sd","ok"
"964","MASS","Cars93","Weight","AirBags",3,"t !pool.sd","ok"
"965","MASS","Cars93","Weight","AirBags",3,"wilcox","ok"
"966","MASS","Cars93","Weight","AirBags",3,"tukey","ok"
"967","MASS","Cars93","DriveTrain:4WD","AirBags",3,"prop","ok"
"968","MASS","Cars93","DriveTrain:Front","AirBags",3,"prop","ok"
"969","MASS","Cars93","DriveTrain:Rear","AirBags",3,"prop","ok"
"970","MASS","Cars93","Man.trans.avail:No","AirBags",3,"prop","ok"
"971","MASS","Cars93","Man.trans.avail:Yes","AirBags",3,"prop","ok"
"972","MASS","Cars93","Origin:USA","AirBags",3,"prop","ok"
"973","MASS","Cars93","Origin:non-USA","AirBags",3,"prop","ok"
"974","MASS","Insurance","Holders","District",4,"t pool.sd","ok"
"975","MASS","Insurance","Holders","District",4,"t !pool.sd","ok"
"976","MASS","Insurance","Holders","District",4,"wilcox","ok"
"977","MASS","Insurance","Holders","District",4,"tukey","ok"
"978","MASS","Insurance","Claims","District",4,"t pool.sd","ok"
"979","MASS","Insurance","Claims","District",4,"t !pool.sd","ok"
"980","MASS","Insurance","Claims","District",4,"wilcox","ok"
"981","MASS","Insurance","Claims","District",4,"tukey","ok"
"982","MASS","Insurance","Group:<1l","District",4,"prop","ok"
"983","MASS","Insurance","Group:1-1.5l","District",4,"prop","ok"
"984","MASS","Insurance","Group:1.5-2l","District",4,"prop","ok"
"985","MASS","Insurance","Group:>2l","District",4,"prop","ok"
"986","MASS","Insurance","Age:<25","District",4,"prop","ok"
"987","MASS","Insurance","Age:25-29","District",4,"prop","ok"
"988","MASS","Insurance","Age:30-35","District",4,"prop","ok"
"989","MASS","Insurance","Age:>35","District",4,"prop","ok"
"990","MASS","Insurance","Holders","Group",4,"t pool.sd","ok"
"991","MASS","Insurance","Holders","Group",4,"t !pool.sd","ok"
"992","MASS","Insurance","Holders","Group",4,"wilcox","ok"
"993","MASS","Insurance","Holders","Group",4,"tukey","ok"
"994","MASS","Insurance","Claims","Group",4,"t pool.sd","ok"
"995","MASS","Insurance","Claims","Group",4,"t !pool.sd","ok"
"996","MASS","Insurance","Claims","Group",4,"wilcox","ok"
"997","MASS","Insurance","Claims","Group",4,"tukey","ok"
"998","MASS","Insurance","District:1","Group",4,"prop","ok"
"999","MASS","Insurance","District:2","Group",4,"prop","ok"
"1000","MASS","Insurance","District:3","Group",4,"prop","ok"
"1001","MASS","Insurance","District:4","Group",4,"prop","ok"
"1002","MASS","Insurance","Age:<25","Group",4,"prop","ok"
"1003","MASS","Insurance","Age:25-29","Group",4,"prop","ok"
"1004","MASS","Insurance","Age:30-35","Group",4,"prop","ok"
"1005","MASS","Insurance","Age:>35","Group",4,"prop","ok"
"1006","MASS","Insurance","Holders","Age",4,"t pool.sd","ok"
"1007","MASS","Insurance","Holders","Age",4,"t !pool.sd","ok"
"1008","MASS","Insurance","Holders","Age",4,"wilcox","ok"
"1009","MASS","Insurance","Holders","Age",4,"tukey","ok"
"1010","MASS","Insurance","Claims","Age",4,"t pool.sd","ok"
"1011","MASS","Insurance","Claims","Age",4,"t !pool.sd","ok"
"1012","MASS","Insurance","Claims","Age",4,"wilcox","ok"
"1013","MASS","Insurance","Claims","Age",4,"tukey","ok"
"1014","MASS","Insurance","District:1","Age",4,"prop","ok"
"1015","MASS","Insurance","District:2","Age",4,"prop","ok"
"1016","MASS","Insurance","District:3","Age",4,"prop","ok"
"1017","MASS","Insurance","District:4","Age",4,"prop","ok"
"1018","MASS","Insurance","Group:<1l","Age",4,"prop","ok"
"1019","MASS","Insurance","Group:1-1.5l","Age",4,"prop","ok"
"1020","MASS","Insurance","Group:1.5-2l","Age",4,"prop","ok"
"1021","MASS","Insurance","Group:>2l","Age",4,"prop","ok"
"1022","MASS","Melanoma","time","status",3,"t pool.sd","ok"
"1023","MASS","Melanoma","time","status",3,"t !pool.sd","ok"
"1024","MASS","Melanoma","time","status",3,"wilcox","ok"
"1025","MASS","Melanoma","time","status",3,"tukey","ok"
"1026","MASS","Melanoma","sex","status",3,"t pool.sd","ok"
"1027","MASS","Melanoma","sex","status",3,"t !pool.sd","ok"
"1028","MASS","Melanoma","sex","status",3,"wilcox","ok"
"1029","MASS","Melanoma","sex","status",3,"tukey","ok"
"1030","MASS","Melanoma","age","status",3,"t pool.sd","ok"
"1031","MASS","Melanoma","age","status",3,"t !pool.sd","ok"
"1032","MASS","Melanoma","age","status",3,"wilcox","ok"
"1033","MASS","Melanoma","age","status",3,"tukey","ok"
"1034","MASS","Melanoma","year","status",3,"t pool.sd","ok"
"1035","MASS","Melanoma","year","status",3,"t !pool.sd","ok"
"1036","MASS","Melanoma","year","status",3,"wilcox","ok"
"1037","MASS","Melanoma","year","status",3,"tukey","ok"
"1038","MASS","Melanoma","thickness","status",3,"t pool.sd","ok"
"1039","MASS","Melanoma","thickness","status",3,"t !pool.sd","ok"
"1040","MASS","Melanoma","thickness","status",3,"wilcox","ok"
"1041","MASS","Melanoma","thickness","status",3,"tukey","ok"
"1042","MASS","Melanoma","ulcer","status",3,"t pool.sd","ok"
"1043","MASS","Melanoma","ulcer","status",3,"t !pool.sd","ok"
"1044","MASS","Melanoma","ulcer","status",3,"wilcox","ok"
"1045","MASS","Melanoma","ulcer","status",3,"tukey","ok"
"1046","MASS","Melanoma","sex:0","status",3,"prop","ok"
"1047","MASS","Melanoma","sex:1","status",3,"prop","ok"
"1048","MASS","Melanoma","ulcer:0","status",3,"prop","ok"
"1049","MASS","Melanoma","ulcer:1","status",3,"prop","ok"
"1050","MASS","OME","ID","Age",4,"t pool.sd","ok"
"1051","MASS","OME","ID","Age",4,"t !pool.sd","ok"
"1052","MASS","OME","ID","Age",4,"wilcox","ok"
"1053","MASS","OME","ID","Age",4,"tukey","ok"
"1054","MASS","OME","Loud","Age",4,"t pool.sd","ok"
"1055","MASS","OME","Loud","Age",4,"t !pool.sd","ok"
"1056","MASS","OME","Loud","Age",4,"wilcox","ok"
"1057","MASS","OME","Loud","Age",4,"tukey","ok"
"1058","MASS","OME","Correct","Age",4,"t pool.sd","ok"
"1059","MASS","OME","Correct","Age",4,"t !pool.sd","ok"
"1060","MASS","OME","Correct","Age",4,"wilcox","ok"
"1061","MASS","OME","Correct","Age",4,"tukey","ok"
"1062","MASS","OME","Trials","Age",4,"t pool.sd","ok"
"1063","MASS","OME","Trials","Age",4,"t !pool.sd","ok"
"1064","MASS","OME","Trials","Age",4,"wilcox","ok"
"1065","MASS","OME","Trials","Age",4,"tukey","ok"
"1066","MASS","OME","OME:N/A","Age",4,"prop","ok"
"1067","MASS","OME","OME:high","Age",4,"prop","ok"
"1068","MASS","OME","OME:low","Age",4,"prop","ok"
"1069","MASS","OME","Noise:coherent","Age",4,"prop","ok"
"1070","MASS","OME","Noise:incoherent","Age",4,"prop","ok"
"1071","MASS","OME","ID","OME",3,"t pool.sd","ok"
"1072","MASS","OME","ID","OME",3,"t !pool.sd","ok"
"1073","MASS","OME","ID","OME",3,"wilcox","ok"
"1074","MASS","OME","ID","OME",3,"tukey","ok"
"1075","MASS","OME","Age","OME",3,"t pool.sd","ok"
"1076","MASS","OME","Age","OME",3,"t !pool.sd","ok"
"1077","MASS","OME","Age","OME",3,"wilcox","ok"
"1078","MASS","OME","Age","OME",3,"tukey","ok"
"1079","MASS","OME","Loud","OME",3,"t pool.sd","ok"
"1080","MASS","OME","Loud","OME",3,"t !pool.sd","ok"
"1081","MASS","OME","Loud","OME",3,"wilcox","ok"
"1082","MASS","OME","Loud","OME",3,"tukey","ok"
"1083","MASS","OME","Correct","OME",3,"t pool.sd","ok"
"1084","MASS","OME","Correct","OME",3,"t !pool.sd","ok"
"1085","MASS","OME","Correct","OME",3,"wilcox","ok"
"1086","MASS","OME","Correct","OME",3,"tukey","ok"
"1087","MASS","OME","Trials","OME",3,"t pool.sd","ok"
"1088","MASS","OME","Trials","OME",3,"t !pool.sd","ok"
"1089","MASS","OME","Trials","OME",3,"wilcox","ok"
"1090","MASS","OME","Trials","OME",3,"tukey","ok"
"1091","MASS","OME","Age:7","OME",3,"prop","ok"
"1092","MASS","OME","Age:18","OME",3,"prop","ok"
"1093","MASS","OME","Age:30","OME",3,"prop","ok"
"1094","MASS","OME","Age:60","OME",3,"prop","ok"
"1095","MASS","OME","Noise:coherent","OME",3,"prop","ok"
"1096","MASS","OME","Noise:incoherent","OME",3,"prop","ok"
"1097","MASS","OME","ID","Loud",6,"t pool.sd","ok"
"1098","MASS","OME","ID","Loud",6,"t !pool.sd","ok"
"1099","MASS","OME","ID","Loud",6,"wilcox","ok"
"1100","MASS","OME","ID","Loud",6,"tukey","ok"
"1101","MASS","OME","Age","Loud",6,"t pool.sd","ok"
"1102","MASS","OME","Age","Loud",6,"t !pool.sd","ok"
"1103","MASS","OME","Age","Loud",6,"wilcox","ok"
"1104","MASS","OME","Age","Loud",6,"tukey","ok"
"1105","MASS","OME","Correct","Loud",6,"t pool.sd","ok"
"1106","MASS","OME","Correct","Loud",6,"t !pool.sd","ok"
"1107","MASS","OME","Correct","Loud",6,"wilcox","ok"
"1108","MASS","OME","Correct","Loud",6,"tukey","ok"
"1109","MASS","OME","Trials","Loud",6,"t pool.sd","ok"
"1110","MASS","OME","Trials","Loud",6,"t !pool.sd","ok"
"1111","MASS","OME","Trials","Loud",6,"wilcox","ok"
"1112","MASS","OME","Trials","Loud",6,"tukey","ok"
"1113","MASS","OME","Age:7","Loud",6,"prop","ok"
"1114","MASS","OME","Age:18","Loud",6,"prop","ok"
"1115","MASS","OME","Age:30","Loud",6,"prop","ok"
"1116","MASS","OME","Age:60","Loud",6,"prop","ok"
"1117","MASS","OME","OME:N/A","Loud",6,"prop","ok"
"1118","MASS","OME","OME:high","Loud",6,"prop","ok"
"1119","MASS","OME","OME:low","Loud",6,"prop","ok"
"1120","MASS","OME","Noise:coherent","Loud",6,"prop","ok"
"1121","MASS","OME","Noise:incoherent","Loud",6,"prop","ok"
"1122","MASS","Rabbit","BPchange","Animal",5,"t pool.sd","ok"
"1123","MASS","Rabbit","BPchange","Animal",5,"t !pool.sd","ok"
"1124","MASS","Rabbit","BPchange","Animal",5,"wilcox","ok"
"1125","MASS","Rabbit","BPchange","Animal",5,"tukey","ok"
"1126","MASS","Rabbit","Dose","Animal",5,"t pool.sd","ok"
"1127","MASS","Rabbit","Dose","Animal",5,"t !pool.sd","ok"
"1128","MASS","Rabbit","Dose","Animal",5,"wilcox","ok"
"1129","MASS","Rabbit","Dose","Animal",5,"tukey","ok"
"1130","MASS","Rabbit","Treatment:Control","Animal",5,"prop","ok"
"1131","MASS","Rabbit","Treatment:MDL","Animal",5,"prop","ok"
"1132","MASS","Sitka","size","Time",5,"t pool.sd","ok"
"1133","MASS","Sitka","size","Time",5,"t !pool.sd","ok"
"1134","MASS","Sitka","size","Time",5,"wilcox","ok"
"1135","MASS","Sitka","size","Time",5,"tukey","ok"
"1136","MASS","Sitka","tree","Time",5,"t pool.sd","ok"
"1137","MASS","Sitka","tree","Time",5,"t !pool.sd","ok"
"1138","MASS","Sitka","tree","Time",5,"wilcox","ok"
"1139","MASS","Sitka","tree","Time",5,"tukey","ok"
"1140","MASS","Sitka","treat:control","Time",5,"prop","ok"
"1141","MASS","Sitka","treat:ozone","Time",5,"prop","ok"
"1142","MASS","Sitka89","size","Time",8,"t pool.sd","ok"
"1143","MASS","Sitka89","size","Time",8,"t !pool.sd","ok"
"1144","MASS","Sitka89","size","Time",8,"wilcox","ok"
"1145","MASS","Sitka89","size","Time",8,"tukey","ok"
"1146","MASS","Sitka89","tree","Time",8,"t pool.sd","ok"
"1147","MASS","Sitka89","tree","Time",8,"t !pool.sd","ok"
"1148","MASS","Sitka89","tree","Time",8,"wilcox","ok"
"1149","MASS","Sitka89","tree","Time",8,"tukey","ok"
"1150","MASS","Sitka89","treat:control","Time",8,"prop","ok"
"1151","MASS","Sitka89","treat:ozone","Time",8,"prop","ok"
"1152","MASS","UScereal","calories","shelf",3,"t pool.sd","ok"
"1153","MASS","UScereal","calories","shelf",3,"t !pool.sd","ok"
"1154","MASS","UScereal","calories","shelf",3,"wilcox","ok"
"1155","MASS","UScereal","calories","shelf",3,"tukey","ok"
"1156","MASS","UScereal","protein","shelf",3,"t pool.sd","ok"
"1157","MASS","UScereal","protein","shelf",3,"t !pool.sd","ok"
"1158","MASS","UScereal","protein","shelf",3,"wilcox","ok"
"1159","MASS","UScereal","protein","shelf",3,"tukey","ok"
"1160","MASS","UScereal","fat","shelf",3,"t pool.sd","ok"
"1161","MASS","UScereal","fat","shelf",3,"t !pool.sd","ok"
"1162","MASS","UScereal","fat","shelf",3,"wilcox","ok"
"1163","MASS","UScereal","fat","shelf",3,"tukey","ok"
"1164","MASS","UScereal","sodium","shelf",3,"t pool.sd","ok"
"1165","MASS","UScereal","sodium","shelf",3,"t !pool.sd","ok"
"1166","MASS","UScereal","sodium","shelf",3,"wilcox","ok"
"1167","MASS","UScereal","sodium","shelf",3,"tukey","ok"
"1168","MASS","UScereal","fibre","shelf",3,"t pool.sd","ok"
"1169","MASS","UScereal","fibre","shelf",3,"t !pool.sd","ok"
"1170","MASS","UScereal","fibre","shelf",3,"wilcox","ok"
"1171","MASS","UScereal","fibre","shelf",3,"tukey","ok"
"1172","MASS","UScereal","carbo","shelf",3,"t pool.sd","ok"
"1173","MASS","UScereal","carbo","shelf",3,"t !pool.sd","ok"
"1174","MASS","UScereal","carbo","shelf",3,"wilcox","ok"
"1175","MASS","UScereal","carbo","shelf",3,"tukey","ok"
"1176","MASS","UScereal","sugars","shelf",3,"t pool.sd","ok"
"1177","MASS","UScereal","sugars","shelf",3,"t !pool.sd","ok"
"1178","MASS","UScereal","sugars","shelf",3,"wilcox","ok"
"1179","MASS","UScereal","sugars","shelf",3,"tukey","ok"
"1180","MASS","UScereal","potassium","shelf",3,"t pool.sd","ok"
